PID,PartnerId,TcinId,Color,colorName,Size,DepartmentIds,ClassIds
PID-5491P5,19195,94875403,Blue,Blue,X Small Short,20,
PID-5491P5,19195,94875334,Orange,Peach Orange,XX Large Short,20,
PID-5491P5,19195,94875332,Orange,Peach Orange,Large Short,20,
PID-5491P5,19195,94875333,Orange,Peach Orange,X Large Short,20,
PID-5491P5,19195,94875330,Orange,Peach Orange,Small Short,20,
PID-5491P5,19195,94875385,White,Olive Green,X Large Short,20,
PID-5491P5,19195,94875331,Orange,Peach Orange,Medium Short,20,
PID-5491P5,19195,94875386,White,Olive Green,XX Large Short,20,
PID-5491P5,19195,94875408,Blue,Blue,XX Large Short,20,
PID-5491P5,19195,94875329,Orange,Peach Orange,X Small Short,20,
PID-5491P5,19195,94875406,Blue,Blue,Large Short,20,
PID-5491P5,19195,95138828,Green,Olive Green,X Large Short,20,
PID-5491P5,19195,94875407,Blue,Blue,X Large Short,20,
PID-5491P5,19195,95138827,Green,Olive Green,Medium Short,20,
PID-5491P5,19195,94875404,Blue,Blue,Small Short,20,
PID-5491P5,19195,95138826,Green,Olive Green,Small Short,20,
PID-5491P5,19195,94875405,Blue,Blue,Medium Short,20,
PID-5491P5,19195,95138825,Green,Olive Green,X Small Short,20,
PID-5491P5,19195,95138829,Green,Olive Green,XX Large Short,20,
PID-5491P5,19195,94875383,White,Olive Green,Medium Short,20,
PID-5491P5,19195,94875384,White,Olive Green,Large Short,20,
PID-5491P5,19195,94875381,White,Olive Green,X Small Short,20,
PID-5491P5,19195,94875382,White,Olive Green,Small Short,20,
PID-5491P5,19195,1008301623,Green,Olive Green,Large Short,20,
PID-549G5L,6,94904275,Off-White,Cream,X Large,20,
PID-549G5L,6,94904277,Off-White,Cream,1X,20,
PID-549G5L,6,94904280,Off-White,Cream,4X,20,
PID-549G5L,6,94904274,Off-White,Cream,Large,20,
PID-549G5L,6,94904276,Off-White,Cream,XX Large,20,
PID-549G5L,6,94904273,Off-White,Cream,Medium,20,
PID-549G5L,6,94904278,Off-White,Cream,2X,20,
PID-549G5L,6,94904272,Off-White,Cream,Small,20,
PID-549G5L,6,94904271,Off-White,Cream,X Small,20,
PID-549G5L,6,94904279,Off-White,Cream,3X,20,
PID-549MEX,6,1006982139,Red,Red,2X,20,19
PID-549MEX,6,95046924,Red,Red,1X,20,19
PID-549MEX,6,95046921,Red,Red,Large,20,19
PID-549MEX,6,95046923,Red,Red,XX Large,20,19
PID-549MEX,6,95046918,Red,Red,XX Small,20,19
PID-549MEX,6,95046920,Red,Red,Small,20,19
PID-549MEX,6,1006982138,Red,Red,Medium,20,19
PID-549MEX,6,95046919,Red,Red,X Small,20,19
PID-549MEX,6,95046922,Red,Red,X Large,20,19
PID-549MEX,6,94948471,Green,Green,X Small,20,19
PID-549MEX,6,94948476,Green,Green,XX Large,20,19
PID-549MEX,6,94948475,Green,Green,X Large,20,19
PID-549MEX,6,94948480,Green,Green,2X,20,19
PID-549MEX,6,94948473,Green,Green,Medium,20,19
PID-549MEX,6,94948474,Green,Green,Large,20,19
PID-549MEX,6,94948479,Green,Green,1X,20,19
PID-549MEX,6,94948472,Green,Green,Small,20,19
PID-549MEX,6,94948470,Green,Green,XX Small,20,19
PID-54E73K,6,1011243361,White,White,XX Large,20,19
PID-54E73K,6,1011243356,White,White,Small,20,19
PID-54E73K,6,1011243355,White,White,X Small,20,19
PID-54E73K,6,1011243358,White,White,Large,20,19
PID-54E73K,6,1011243357,White,White,Medium,20,19
PID-54E73K,6,1011243363,White,White,2X,20,19
PID-54E73K,6,1011243362,White,White,1X,20,19
PID-54E73K,6,1011243354,White,White,XX Small,20,19
PID-54E73K,6,1011257153,Red,Red,X Small,20,19
PID-54E73K,6,1011257152,Red,Red,XX Small,20,19
PID-54E73K,6,1011257155,Red,Red,Medium,20,19
PID-54E73K,6,1011257154,Red,Red,Small,20,19
PID-54E73K,6,1011257171,Red,Red,2X,20,19
PID-54E73K,6,1011243359,White,White,X Large,20,19
PID-54E73K,6,1011257170,Red,Red,1X,20,19
PID-54E73K,6,1011257157,Red,Red,X Large,20,19
