PID,PartnerId,TcinId,Color,colorName,Size,DepartmentIds,ClassIds
PID-WR89G1,3275,1011685237,Red,Red,Small,333,1
PID-WR8K0E,8924,1010544701,Black,Black,X Small,333,4
PID-WR8K0E,8924,1010544703,Black,Black,XX Large,333,4
PID-WR8K0E,8924,95298079,Brown,Dark Brown,X Small,333,4
PID-WR8K0E,8924,1010544677,Brown,Dark Brown,XX Large,333,4
PID-WR8K0E,8924,95298082,Brown,Dark Brown,Large,333,4
PID-WR8K0E,8924,95298080,Brown,Dark Brown,Small,333,4
PID-WR8K0E,8924,1010544676,Brown,Dark Brown,X Large,333,4
PID-WR8K0E,8924,95298115,Black,Black,Large,333,4
PID-WR8K0E,8924,95298114,Black,Black,Medium,333,4
PID-WR8K0E,8924,95298116,Black,Black,X Large,333,4
PID-WR8K0E,8924,95298081,Brown,Dark Brown,Medium,333,4
PID-WR8K0E,8924,1010544702,Black,Black,Small,333,4
PID-WR8KM2,14472,1010271039,Red,Berry Red,XX Large,333,6
PID-WR8KM2,14472,95290776,Brown,Brown,X Small,333,6
PID-WR8KM2,14472,1010271036,Red,Berry Red,X Small,333,6
