PID,PartnerId,TcinId,Color,colorName,Size,DepartmentIds,ClassIds
PID-Z22Y0K,11,94631198,Red,Red,1X,23,10
PID-Z22Y0K,11,94631199,Red,Red,2X,23,10
PID-Z22Y0K,11,94851756,Blue,Blue,XX Large,23,10
PID-Z22Y0K,11,94631197,Red,Red,XX Large,23,10
PID-Z22Y0K,11,94851757,Blue,Blue,1X,23,10
PID-Z22Y0K,11,94851758,Blue,Blue,2X,23,10
PID-Z22Y0K,11,94631118,Black,Black,1X,23,10
PID-Z22Y0K,11,94631119,Black,Black,2X,23,10
PID-Z22Y0K,11,94631149,White,White,XX Large,23,10
PID-Z22Y0K,11,95082638,Pink,Pink,XX Large,23,10
PID-Z22Y0K,11,94631117,Black,Black,XX Large,23,10
PID-Z22Y0K,11,95082639,Pink,Pink,1X,23,10
PID-Z22Y0K,11,94631150,White,White,1X,23,10
PID-Z22Y0K,11,94631151,White,White,2X,23,10
PID-Z22Y0K,11,95082640,Pink,Pink,2X,23,10
PID-Z243YG,11,95057988,Blue,Blue,2X,23,10
PID-Z243YG,11,95057986,Blue,Blue,XX Large,23,10
PID-Z243YG,11,95057987,Blue,Blue,1X,23,10
PID-Z24K0L,11,95082463,Off-White,Ivory,Small,23,10
PID-Z24K0L,11,95082466,Off-White,Ivory,X Large,23,10
PID-Z24K0L,11,95082441,Black,Black,Medium,23,10
PID-Z24K0L,11,95082464,Off-White,Ivory,Medium,23,10
PID-Z24K0L,11,95082443,Black,Black,X Large,23,10
PID-Z24K0L,11,95082440,Black,Black,Small,23,10
PID-Z24K0L,11,95082462,Off-White,Ivory,X Small,23,10
PID-Z24K0L,11,95082439,Black,Black,X Small,23,10
PID-Z24K0L,11,95082465,Off-White,Ivory,Large,23,10
PID-Z24K0L,11,95082442,Black,Black,Large,23,10
PID-Z28433,11,1010392588,Blue,Light Blue,Medium,23,13
PID-Z28433,11,95293805,Red,Red,Small,23,13
PID-Z28433,11,95293782,Blue,Light Blue,X Large,23,13
PID-Z28433,11,1010392586,Blue,Light Blue,X Small,23,13
PID-Z28433,11,1010392626,Red,Red,X Small,23,13
PID-Z28433,11,1010392625,Red,Red,XX Small,23,13
PID-Z28433,11,1010392628,Red,Red,Large,23,13
PID-Z28433,11,1010392589,Blue,Light Blue,Large,23,13
PID-Z28433,11,95293781,Blue,Light Blue,XX Small,23,13
PID-Z28433,11,1010392587,Blue,Light Blue,Small,23,13
PID-Z28433,11,1010392627,Red,Red,Medium,23,13
PID-Z28433,11,95293806,Red,Red,X Large,23,13
PID-Z2906L,13095,94654181,Multicolored,Multicolor,2X,23,13
PID-Z2906L,13095,94654180,Multicolored,Multicolor,1X,23,13
PID-Z2906L,13095,94654179,Multicolored,Multicolor,XX Large,23,13
PID-Z29YEE,11,94271492,Green,Moss Green,Large,23,10
PID-Z29YEE,11,94271491,Green,Moss Green,Medium,23,10
PID-Z29YEE,11,94271490,Green,Moss Green,Small,23,10
PID-Z29YEE,11,94265769,Black,Black,Small,23,10
PID-Z29YEE,11,94265768,Black,Black,X Small,23,10
PID-Z29YEE,11,94271489,Green,Moss Green,X Small,23,10
PID-Z29YEE,11,94265772,Black,Black,X Large,23,10
PID-Z29YEE,11,94265771,Black,Black,Large,23,10
PID-Z29YEE,11,94265770,Black,Black,Medium,23,10
PID-Z29YEE,11,94271493,Green,Moss Green,X Large,23,10
PID-Z2E2L6,11,95199233,Brown,Brown,Large,23,13
PID-Z2E2L6,11,1009024490,Brown,Brown,Medium,23,13
PID-Z2E2L6,11,95199232,Brown,Brown,Small,23,13
PID-Z2E2L6,11,95199234,Brown,Brown,X Large,23,13
PID-Z2E2L6,11,95199230,Brown,Brown,XX Small,23,13
PID-Z2E2L6,11,95199231,Brown,Brown,X Small,23,13
PID-Z2EKGY,11,1009713291,White,White,Medium,23,10
PID-Z2EKGY,11,1009713292,White,White,Large,23,10
