PID,PartnerId,TcinId,Color,colorName,Size,DepartmentIds,ClassIds
PID-54ZM04,6644,94744079,Green,Green,Hand Towel Set,64,
PID-6Z8MM6,,,,,,,
PID-6ZK140,6639,95095747,Blue,Blue,,64,
PID-710Y6L,,,,,,,
PID-712649,3782,95042129,Green,Green,,64,18
PID-712649,3782,95061090,Blue,Blue,,64,18
PID-712996,,,,,,,
PID-7187X3,6639,95138234,White,White,,64,
PID-71LYMG,6639,95095749,Blue,Blue,,64,
PID-7K2YY8,6864,1010824640,Green,Green,Small/Medium,64,
PID-7K2YY8,6864,1010824636,Pink,Pink,Small/Medium,64,
PID-7K2YY8,6864,1010824637,Pink,Pink,Large/X Large,64,
PID-7K2YY8,6864,88112556,White,White,Small/Medium,64,
PID-7K2YY8,6864,1010824638,Green,Green,Large/X Large,64,
PID-7K2YY8,6864,88112554,White,White,Large/X Large,64,
PID-7K2YY8,6864,91838813,Gray,Dark Gray,Small/Medium,64,
PID-7K2YY8,6864,91838814,Gray,Dark Gray,Large/X Large,64,
PID-87KLX7,,,,,,,
PID-87ZX97,75409,94692837,Red,Red,Hand Towel,64,
PID-87ZX97,75409,94692835,Off-White,Ivory,Hand Towel,64,
PID-87ZX97,75409,94692851,Pink,Pink,Hand Towel,64,
PID-9K08WP,,,,,,,
PID-9K2546,6644,94685437,Off-White,Ivory,Hand Towel Set,64,
PID-9K3545,1748,95061011,White,White,,64,
PID-9K3545,1748,95042112,Blue,Blue,,64,
PID-9KKKPL,75409,94499173,Green,Green,Hand Towel,64,
PID-9KKKPL,75409,94499172,White,White,Hand Towel,64,
PID-9KWRZX,6639,95138235,White,White,,64,
PID-E7G9L1,ERROR,Failed to retrieve product information,,,,,
PID-E7RG98,3782,95059971,Beige,Khaki,,64,18
PID-E7RG98,3782,95042114,Green,Green,,64,18
PID-E7Y1RP,3224,94684685,Multicolored,Multicolor,,64,
PID-G9087P,,,,,,,
PID-G90PL0,3224,94908274,Yellow,Honey Yellow,,64,
PID-G9993W,,,,,,,
PID-G9RX9G,6639,95095745,Beige,Tan,,64,
PID-G9RX9G,6639,95034482,Off-White,Off-White,,64,
PID-G9RXXZ,,,,,,,
PID-KL4YP7,3224,94908258,Green,Light Green,,64,
PID-MRY4X9,6864,94908278,Blue,Blue,Bath Towel,64,
PID-MRY4X9,6864,94908267,Blue,Blue,Hand Towel,64,
PID-P61PEL,,,,,,,
PID-P61ZMZ,3224,95042125,Multicolored,Multicolor,,64,
PID-P61ZMZ,3224,95042113,Multicolored,Multicolor,,64,
PID-P61ZMZ,3224,95042115,Multicolored,Multicolor,,64,
PID-P61ZMZ,3224,94821803,Multicolored,Multicolor,,64,
PID-P63Y25,75409,94692838,Pink,Pink,Hand Towel,64,
PID-P63Y25,75409,94692836,White,White,Hand Towel,64,
PID-P63ZK3,6644,94685435,Blue,Blue,Hand Towel Set,64,
PID-P6EL96,6639,95140891,Green,Green,,64,
PID-PE18L,48499,94227715,Gray,Gray,,64,9
PID-PE18L,48499,92212591,Pink,Rose Pink,,64,9
PID-PE18L,48499,94227713,Green,Green,,64,9
PID-PE18L,48499,94227704,White,White,,64,9
PID-PE18L,48499,94227716,Blue,Teal Blue,,64,9
PID-PE18L,48499,92212592,Blue,Teal Blue,,64,9
PID-PE18L,48499,94227703,Black,Black,,64,9
PID-PE18L,48499,94227702,Pink,Pink,,64,9
PID-PE18L,48499,92212594,Gray,Gray,,64,9
